,obs,obs_text,reward,reward_text,score,skeleton
10,"[-1.24353342e-01  1.96916088e-02 -2.51487549e-02  9.74649040e-04
  7.11803913e-01 -1.14573039e-01 -1.05375886e-01  2.16574897e-03
  1.00000000e+00  7.75307775e-01 -1.19963571e-01  9.99474525e-03
  8.33680946e-03  1.00000000e+00  4.23804522e-01  4.28617448e-01
  4.43618059e-01  4.70660120e-01  5.13493598e-01  5.79214156e-01
  6.81785285e-01  8.51746738e-01  1.00000000e+00  1.00000000e+00]","Observation from last step: 
Hull angle: -0.12
Angular velocity: 0.02
X velocity: -0.03
Y velocity: 0.00
Back revolute joint angle: 0.71
Back revolute joint speed: -0.11
Back lower leg angle: -0.11
Back lower leg speed: 0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.78
Front revolute joint speed: -0.12
Front lower leg angle: 0.01
Front lower leg speed: 0.01
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.42
Lidar 2 (0.15 rad): 0.43
Lidar 3 (0.30 rad): 0.44
Lidar 4 (0.45 rad): 0.47
Lidar 5 (0.60 rad): 0.51
Lidar 6 (0.75 rad): 0.58
Lidar 7 (0.90 rad): 0.68
Lidar 8 (1.05 rad): 0.85
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.010888757129512611,The reward from the last step was: -0.01,-1.185497310551256,"
_
Observation from last step: 
Hull angle: -0.12
Angular velocity: 0.02
X velocity: -0.03
Y velocity: 0.00
Back revolute joint angle: 0.71
Back revolute joint speed: -0.11
Back lower leg angle: -0.11
Back lower leg speed: 0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.78
Front revolute joint speed: -0.12
Front lower leg angle: 0.01
Front lower leg speed: 0.01
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.42
Lidar 2 (0.15 rad): 0.43
Lidar 3 (0.30 rad): 0.44
Lidar 4 (0.45 rad): 0.47
Lidar 5 (0.60 rad): 0.51
Lidar 6 (0.75 rad): 0.58
Lidar 7 (0.90 rad): 0.68
Lidar 8 (1.05 rad): 0.85
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.01
score: Score: -1.185497310551256

Action: 
"
11,"[-0.1066772   0.03535628 -0.02404203  0.02049738  0.6898299  -0.2815093
 -0.09813023  0.07392967  1.          0.7522589  -0.29066876  0.01865351
  0.07771925  1.          0.42483217  0.42965677  0.44469374  0.4718014
  0.51473874  0.5806186   0.6834385   0.8538121   1.          1.        ]","Observation from last step: 
Hull angle: -0.11
Angular velocity: 0.04
X velocity: -0.02
Y velocity: 0.02
Back revolute joint angle: 0.69
Back revolute joint speed: -0.28
Back lower leg angle: -0.10
Back lower leg speed: 0.07
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.75
Front revolute joint speed: -0.29
Front lower leg angle: 0.02
Front lower leg speed: 0.08
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.42
Lidar 2 (0.15 rad): 0.43
Lidar 3 (0.30 rad): 0.44
Lidar 4 (0.45 rad): 0.47
Lidar 5 (0.60 rad): 0.51
Lidar 6 (0.75 rad): 0.58
Lidar 7 (0.90 rad): 0.68
Lidar 8 (1.05 rad): 0.85
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",0.039951100778579704,The reward from the last step was: 0.04,-1.1455462097726763,"
_
Observation from last step: 
Hull angle: -0.11
Angular velocity: 0.04
X velocity: -0.02
Y velocity: 0.02
Back revolute joint angle: 0.69
Back revolute joint speed: -0.28
Back lower leg angle: -0.10
Back lower leg speed: 0.07
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.75
Front revolute joint speed: -0.29
Front lower leg angle: 0.02
Front lower leg speed: 0.08
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.42
Lidar 2 (0.15 rad): 0.43
Lidar 3 (0.30 rad): 0.44
Lidar 4 (0.45 rad): 0.47
Lidar 5 (0.60 rad): 0.51
Lidar 6 (0.75 rad): 0.58
Lidar 7 (0.90 rad): 0.68
Lidar 8 (1.05 rad): 0.85
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: 0.04
score: Score: -1.1455462097726763

Action: 
"
12,"[-0.08098719  0.05138481 -0.02267437  0.03259532  0.6556359  -0.43134493
 -0.08499503  0.11973077  1.          0.7171884  -0.44017187  0.03246081
  0.11893257  1.          0.42645696  0.4313      0.4463945   0.4736058
  0.51670736  0.58283925  0.6860523   0.85707754  1.          1.        ]","Observation from last step: 
Hull angle: -0.08
Angular velocity: 0.05
X velocity: -0.02
Y velocity: 0.03
Back revolute joint angle: 0.66
Back revolute joint speed: -0.43
Back lower leg angle: -0.08
Back lower leg speed: 0.12
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.72
Front revolute joint speed: -0.44
Front lower leg angle: 0.03
Front lower leg speed: 0.12
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.43
Lidar 2 (0.15 rad): 0.43
Lidar 3 (0.30 rad): 0.45
Lidar 4 (0.45 rad): 0.47
Lidar 5 (0.60 rad): 0.52
Lidar 6 (0.75 rad): 0.58
Lidar 7 (0.90 rad): 0.69
Lidar 8 (1.05 rad): 0.86
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",0.0864448864340782,The reward from the last step was: 0.09,-1.0591013233385982,"
_
Observation from last step: 
Hull angle: -0.08
Angular velocity: 0.05
X velocity: -0.02
Y velocity: 0.03
Back revolute joint angle: 0.66
Back revolute joint speed: -0.43
Back lower leg angle: -0.08
Back lower leg speed: 0.12
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.72
Front revolute joint speed: -0.44
Front lower leg angle: 0.03
Front lower leg speed: 0.12
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.43
Lidar 2 (0.15 rad): 0.43
Lidar 3 (0.30 rad): 0.45
Lidar 4 (0.45 rad): 0.47
Lidar 5 (0.60 rad): 0.52
Lidar 6 (0.75 rad): 0.58
Lidar 7 (0.90 rad): 0.69
Lidar 8 (1.05 rad): 0.86
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: 0.09
score: Score: -1.0591013233385982

Action: 
"
13,"[-0.04395729  0.07405258 -0.02127409  0.06192768  0.60123354 -0.6814107
 -0.0574007   0.23544401  1.          0.6613833  -0.69768953  0.06032324
  0.23306079  1.          0.4294967   0.43437427  0.44957638  0.47698164
  0.5203904   0.58699363  0.69094247  0.8631867   1.          1.        ]","Observation from last step: 
Hull angle: -0.04
Angular velocity: 0.07
X velocity: -0.02
Y velocity: 0.06
Back revolute joint angle: 0.60
Back revolute joint speed: -0.68
Back lower leg angle: -0.06
Back lower leg speed: 0.24
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.66
Front revolute joint speed: -0.70
Front lower leg angle: 0.06
Front lower leg speed: 0.23
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.43
Lidar 2 (0.15 rad): 0.43
Lidar 3 (0.30 rad): 0.45
Lidar 4 (0.45 rad): 0.48
Lidar 5 (0.60 rad): 0.52
Lidar 6 (0.75 rad): 0.59
Lidar 7 (0.90 rad): 0.69
Lidar 8 (1.05 rad): 0.86
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",0.1299047226389273,The reward from the last step was: 0.13,-0.9291966006996709,"
_
Observation from last step: 
Hull angle: -0.04
Angular velocity: 0.07
X velocity: -0.02
Y velocity: 0.06
Back revolute joint angle: 0.60
Back revolute joint speed: -0.68
Back lower leg angle: -0.06
Back lower leg speed: 0.24
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.66
Front revolute joint speed: -0.70
Front lower leg angle: 0.06
Front lower leg speed: 0.23
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.43
Lidar 2 (0.15 rad): 0.43
Lidar 3 (0.30 rad): 0.45
Lidar 4 (0.45 rad): 0.48
Lidar 5 (0.60 rad): 0.52
Lidar 6 (0.75 rad): 0.59
Lidar 7 (0.90 rad): 0.69
Lidar 8 (1.05 rad): 0.86
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: 0.13
score: Score: -0.9291966006996709

Action: 
"
14,"[ 0.0014327   0.09075683 -0.02033493  0.08711024  0.53032583 -0.8852297
 -0.01568913  0.34755567  1.          0.5883563  -0.9110904   0.10243571
  0.34755245  1.          0.4337431   0.4386689   0.45402128  0.4816975
  0.52553546  0.59279716  0.6977737   0.8717209   1.          1.        ]","Observation from last step: 
Hull angle: 0.00
Angular velocity: 0.09
X velocity: -0.02
Y velocity: 0.09
Back revolute joint angle: 0.53
Back revolute joint speed: -0.89
Back lower leg angle: -0.02
Back lower leg speed: 0.35
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.59
Front revolute joint speed: -0.91
Front lower leg angle: 0.10
Front lower leg speed: 0.35
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.43
Lidar 2 (0.15 rad): 0.44
Lidar 3 (0.30 rad): 0.45
Lidar 4 (0.45 rad): 0.48
Lidar 5 (0.60 rad): 0.53
Lidar 6 (0.75 rad): 0.59
Lidar 7 (0.90 rad): 0.70
Lidar 8 (1.05 rad): 0.87
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",0.16339552818201486,The reward from the last step was: 0.16,-0.7658010725176561,"
_
Observation from last step: 
Hull angle: 0.00
Angular velocity: 0.09
X velocity: -0.02
Y velocity: 0.09
Back revolute joint angle: 0.53
Back revolute joint speed: -0.89
Back lower leg angle: -0.02
Back lower leg speed: 0.35
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.59
Front revolute joint speed: -0.91
Front lower leg angle: 0.10
Front lower leg speed: 0.35
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.43
Lidar 2 (0.15 rad): 0.44
Lidar 3 (0.30 rad): 0.45
Lidar 4 (0.45 rad): 0.48
Lidar 5 (0.60 rad): 0.53
Lidar 6 (0.75 rad): 0.59
Lidar 7 (0.90 rad): 0.70
Lidar 8 (1.05 rad): 0.87
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: 0.16
score: Score: -0.7658010725176561

Action: 
"
15,"[ 0.04844667  0.09398995 -0.02363234  0.1118048   0.4500668  -0.9995602
  0.0418973   0.47413242  1.          0.5044194  -1.0456067   0.16225857
  0.4897811   1.          0.43914658  0.44413376  0.4596774   0.4876984
  0.5320825   0.6001821   0.70646644  0.88258064  1.          1.        ]","Observation from last step: 
Hull angle: 0.05
Angular velocity: 0.09
X velocity: -0.02
Y velocity: 0.11
Back revolute joint angle: 0.45
Back revolute joint speed: -1.00
Back lower leg angle: 0.04
Back lower leg speed: 0.47
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.50
Front revolute joint speed: -1.05
Front lower leg angle: 0.16
Front lower leg speed: 0.49
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.44
Lidar 2 (0.15 rad): 0.44
Lidar 3 (0.30 rad): 0.46
Lidar 4 (0.45 rad): 0.49
Lidar 5 (0.60 rad): 0.53
Lidar 6 (0.75 rad): 0.60
Lidar 7 (0.90 rad): 0.71
Lidar 8 (1.05 rad): 0.88
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.2868325626816601,The reward from the last step was: -0.29,-1.0526336351993162,"
_
Observation from last step: 
Hull angle: 0.05
Angular velocity: 0.09
X velocity: -0.02
Y velocity: 0.11
Back revolute joint angle: 0.45
Back revolute joint speed: -1.00
Back lower leg angle: 0.04
Back lower leg speed: 0.47
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.50
Front revolute joint speed: -1.05
Front lower leg angle: 0.16
Front lower leg speed: 0.49
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.44
Lidar 2 (0.15 rad): 0.44
Lidar 3 (0.30 rad): 0.46
Lidar 4 (0.45 rad): 0.49
Lidar 5 (0.60 rad): 0.53
Lidar 6 (0.75 rad): 0.60
Lidar 7 (0.90 rad): 0.71
Lidar 8 (1.05 rad): 0.88
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.29
score: Score: -1.0526336351993162

Action: 
"
16,"[ 0.0816708   0.06640741 -0.04683693  0.10196403  0.45184904  0.04967219
 -0.07419932 -0.9999998   1.          0.43639013 -0.8459327   0.22581422
  0.5176554   1.          0.44403598  0.44907868  0.46479538  0.49312836
  0.5380066   0.6068645   0.71433216  0.8924072   1.          1.        ]","Observation from last step: 
Hull angle: 0.08
Angular velocity: 0.07
X velocity: -0.05
Y velocity: 0.10
Back revolute joint angle: 0.45
Back revolute joint speed: 0.05
Back lower leg angle: -0.07
Back lower leg speed: -1.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.44
Front revolute joint speed: -0.85
Front lower leg angle: 0.23
Front lower leg speed: 0.52
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.44
Lidar 2 (0.15 rad): 0.45
Lidar 3 (0.30 rad): 0.46
Lidar 4 (0.45 rad): 0.49
Lidar 5 (0.60 rad): 0.54
Lidar 6 (0.75 rad): 0.61
Lidar 7 (0.90 rad): 0.71
Lidar 8 (1.05 rad): 0.89
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.2427765298088415,The reward from the last step was: -0.24,-1.2954101650081578,"
_
Observation from last step: 
Hull angle: 0.08
Angular velocity: 0.07
X velocity: -0.05
Y velocity: 0.10
Back revolute joint angle: 0.45
Back revolute joint speed: 0.05
Back lower leg angle: -0.07
Back lower leg speed: -1.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.44
Front revolute joint speed: -0.85
Front lower leg angle: 0.23
Front lower leg speed: 0.52
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.44
Lidar 2 (0.15 rad): 0.45
Lidar 3 (0.30 rad): 0.46
Lidar 4 (0.45 rad): 0.49
Lidar 5 (0.60 rad): 0.54
Lidar 6 (0.75 rad): 0.61
Lidar 7 (0.90 rad): 0.71
Lidar 8 (1.05 rad): 0.89
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.24
score: Score: -1.2954101650081578

Action: 
"
17,"[ 0.10214601  0.04087667 -0.06297227  0.09752293  0.48415756  0.41830096
 -0.19053793 -1.          0.          0.3811581  -0.6852143   0.2950372
  0.5649617   1.          0.44866484  0.45376012  0.46964064  0.498269
  0.5436151   0.61319077  0.7217787   0.90171015  1.          1.        ]","Observation from last step: 
Hull angle: 0.10
Angular velocity: 0.04
X velocity: -0.06
Y velocity: 0.10
Back revolute joint angle: 0.48
Back revolute joint speed: 0.42
Back lower leg angle: -0.19
Back lower leg speed: -1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.38
Front revolute joint speed: -0.69
Front lower leg angle: 0.30
Front lower leg speed: 0.56
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.45
Lidar 2 (0.15 rad): 0.45
Lidar 3 (0.30 rad): 0.47
Lidar 4 (0.45 rad): 0.50
Lidar 5 (0.60 rad): 0.54
Lidar 6 (0.75 rad): 0.61
Lidar 7 (0.90 rad): 0.72
Lidar 8 (1.05 rad): 0.90
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.1846168212532997,The reward from the last step was: -0.18,-1.4800269862614575,"
_
Observation from last step: 
Hull angle: 0.10
Angular velocity: 0.04
X velocity: -0.06
Y velocity: 0.10
Back revolute joint angle: 0.48
Back revolute joint speed: 0.42
Back lower leg angle: -0.19
Back lower leg speed: -1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.38
Front revolute joint speed: -0.69
Front lower leg angle: 0.30
Front lower leg speed: 0.56
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.45
Lidar 2 (0.15 rad): 0.45
Lidar 3 (0.30 rad): 0.47
Lidar 4 (0.45 rad): 0.50
Lidar 5 (0.60 rad): 0.54
Lidar 6 (0.75 rad): 0.61
Lidar 7 (0.90 rad): 0.72
Lidar 8 (1.05 rad): 0.90
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.18
score: Score: -1.4800269862614575

Action: 
"
18,"[ 0.11004259  0.01570115 -0.07912159  0.09724139  0.54240143  0.73847544
 -0.30638075 -0.9999998   0.          0.33626968 -0.55482894  0.37403113
  0.6458395   1.          0.45323068  0.4583778   0.47441995  0.50333965
  0.5491472   0.6194309   0.7291239   0.91088635  1.          1.        ]","Observation from last step: 
Hull angle: 0.11
Angular velocity: 0.02
X velocity: -0.08
Y velocity: 0.10
Back revolute joint angle: 0.54
Back revolute joint speed: 0.74
Back lower leg angle: -0.31
Back lower leg speed: -1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.34
Front revolute joint speed: -0.55
Front lower leg angle: 0.37
Front lower leg speed: 0.65
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.45
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.47
Lidar 4 (0.45 rad): 0.50
Lidar 5 (0.60 rad): 0.55
Lidar 6 (0.75 rad): 0.62
Lidar 7 (0.90 rad): 0.73
Lidar 8 (1.05 rad): 0.91
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.13851258587837217,The reward from the last step was: -0.14,-1.6185395721398297,"
_
Observation from last step: 
Hull angle: 0.11
Angular velocity: 0.02
X velocity: -0.08
Y velocity: 0.10
Back revolute joint angle: 0.54
Back revolute joint speed: 0.74
Back lower leg angle: -0.31
Back lower leg speed: -1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.34
Front revolute joint speed: -0.55
Front lower leg angle: 0.37
Front lower leg speed: 0.65
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.45
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.47
Lidar 4 (0.45 rad): 0.50
Lidar 5 (0.60 rad): 0.55
Lidar 6 (0.75 rad): 0.62
Lidar 7 (0.90 rad): 0.73
Lidar 8 (1.05 rad): 0.91
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.14
score: Score: -1.6185395721398297

Action: 
"
19,"[ 0.11683524  0.01343877 -0.08810756  0.12721103  0.5618224   0.2823157
 -0.19788694  0.8609001   0.          0.2733203  -0.77229804  0.4918505
  0.95201474  1.          0.45919144  0.46440625  0.4806594   0.5099594
  0.5563694   0.6275775   0.73871315  0.9228661   1.          1.        ]","Observation from last step: 
Hull angle: 0.12
Angular velocity: 0.01
X velocity: -0.09
Y velocity: 0.13
Back revolute joint angle: 0.56
Back revolute joint speed: 0.28
Back lower leg angle: -0.20
Back lower leg speed: 0.86
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.27
Front revolute joint speed: -0.77
Front lower leg angle: 0.49
Front lower leg speed: 0.95
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.46
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.48
Lidar 4 (0.45 rad): 0.51
Lidar 5 (0.60 rad): 0.56
Lidar 6 (0.75 rad): 0.63
Lidar 7 (0.90 rad): 0.74
Lidar 8 (1.05 rad): 0.92
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.13645177784760676,The reward from the last step was: -0.14,-1.7549913499874363,"
_
Observation from last step: 
Hull angle: 0.12
Angular velocity: 0.01
X velocity: -0.09
Y velocity: 0.13
Back revolute joint angle: 0.56
Back revolute joint speed: 0.28
Back lower leg angle: -0.20
Back lower leg speed: 0.86
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.27
Front revolute joint speed: -0.77
Front lower leg angle: 0.49
Front lower leg speed: 0.95
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.46
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.48
Lidar 4 (0.45 rad): 0.51
Lidar 5 (0.60 rad): 0.56
Lidar 6 (0.75 rad): 0.63
Lidar 7 (0.90 rad): 0.74
Lidar 8 (1.05 rad): 0.92
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.14
score: Score: -1.7549913499874363

Action: 
"
20,"[ 0.1255658   0.0173173  -0.08511271  0.11094825  0.57913953  0.26946715
 -0.07146072  1.          0.          0.19447498 -0.97308856  0.61524457
  0.9999998   0.          0.46438938  0.46966323  0.48610035  0.51573205
  0.56266737  0.6346815   0.7470752   0.9333127   1.          1.        ]","Observation from last step: 
Hull angle: 0.13
Angular velocity: 0.02
X velocity: -0.09
Y velocity: 0.11
Back revolute joint angle: 0.58
Back revolute joint speed: 0.27
Back lower leg angle: -0.07
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.19
Front revolute joint speed: -0.97
Front lower leg angle: 0.62
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.46
Lidar 2 (0.15 rad): 0.47
Lidar 3 (0.30 rad): 0.49
Lidar 4 (0.45 rad): 0.52
Lidar 5 (0.60 rad): 0.56
Lidar 6 (0.75 rad): 0.63
Lidar 7 (0.90 rad): 0.75
Lidar 8 (1.05 rad): 0.93
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.14961924811999122,The reward from the last step was: -0.15,-1.9046105981074275,"
_
Observation from last step: 
Hull angle: 0.13
Angular velocity: 0.02
X velocity: -0.09
Y velocity: 0.11
Back revolute joint angle: 0.58
Back revolute joint speed: 0.27
Back lower leg angle: -0.07
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.19
Front revolute joint speed: -0.97
Front lower leg angle: 0.62
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.46
Lidar 2 (0.15 rad): 0.47
Lidar 3 (0.30 rad): 0.49
Lidar 4 (0.45 rad): 0.52
Lidar 5 (0.60 rad): 0.56
Lidar 6 (0.75 rad): 0.63
Lidar 7 (0.90 rad): 0.75
Lidar 8 (1.05 rad): 0.93
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.15
score: Score: -1.9046105981074275

Action: 
"
21,"[ 0.13612744  0.02098421 -0.08352509  0.09359588  0.5942301   0.2398131
  0.05534887  0.99999946  0.          0.11363511 -1.0000242   0.73797286
  0.9999226   1.          0.46877363  0.47409725  0.49068955  0.520601
  0.56797945  0.64067346  0.7541282   0.942124    1.          1.        ]","Observation from last step: 
Hull angle: 0.14
Angular velocity: 0.02
X velocity: -0.08
Y velocity: 0.09
Back revolute joint angle: 0.59
Back revolute joint speed: 0.24
Back lower leg angle: 0.06
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.11
Front revolute joint speed: -1.00
Front lower leg angle: 0.74
Front lower leg speed: 1.00
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.47
Lidar 2 (0.15 rad): 0.47
Lidar 3 (0.30 rad): 0.49
Lidar 4 (0.45 rad): 0.52
Lidar 5 (0.60 rad): 0.57
Lidar 6 (0.75 rad): 0.64
Lidar 7 (0.90 rad): 0.75
Lidar 8 (1.05 rad): 0.94
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.16326920309066775,The reward from the last step was: -0.16,-2.0678798011980954,"
_
Observation from last step: 
Hull angle: 0.14
Angular velocity: 0.02
X velocity: -0.08
Y velocity: 0.09
Back revolute joint angle: 0.59
Back revolute joint speed: 0.24
Back lower leg angle: 0.06
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.11
Front revolute joint speed: -1.00
Front lower leg angle: 0.74
Front lower leg speed: 1.00
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.47
Lidar 2 (0.15 rad): 0.47
Lidar 3 (0.30 rad): 0.49
Lidar 4 (0.45 rad): 0.52
Lidar 5 (0.60 rad): 0.57
Lidar 6 (0.75 rad): 0.64
Lidar 7 (0.90 rad): 0.75
Lidar 8 (1.05 rad): 0.94
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.16
score: Score: -2.0678798011980954

Action: 
"
22,"[ 0.14170377  0.01104729 -0.09111158  0.08790769  0.6728299   0.99944293
 -0.05882788 -0.9997621   0.          0.05256787 -0.7593311   0.8581848
  0.9950567   1.          0.47287893  0.4782492   0.49498677  0.5251602
  0.5729536   0.64628416  0.76073253  0.9503747   1.          1.        ]","Observation from last step: 
Hull angle: 0.14
Angular velocity: 0.01
X velocity: -0.09
Y velocity: 0.09
Back revolute joint angle: 0.67
Back revolute joint speed: 1.00
Back lower leg angle: -0.06
Back lower leg speed: -1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.05
Front revolute joint speed: -0.76
Front lower leg angle: 0.86
Front lower leg speed: 1.00
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.47
Lidar 2 (0.15 rad): 0.48
Lidar 3 (0.30 rad): 0.49
Lidar 4 (0.45 rad): 0.53
Lidar 5 (0.60 rad): 0.57
Lidar 6 (0.75 rad): 0.65
Lidar 7 (0.90 rad): 0.76
Lidar 8 (1.05 rad): 0.95
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.1437769692977258,The reward from the last step was: -0.14,-2.2116567704958214,"
_
Observation from last step: 
Hull angle: 0.14
Angular velocity: 0.01
X velocity: -0.09
Y velocity: 0.09
Back revolute joint angle: 0.67
Back revolute joint speed: 1.00
Back lower leg angle: -0.06
Back lower leg speed: -1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.05
Front revolute joint speed: -0.76
Front lower leg angle: 0.86
Front lower leg speed: 1.00
Front leg ground contact flag: 1.00
Lidar 1 (0.00 rad): 0.47
Lidar 2 (0.15 rad): 0.48
Lidar 3 (0.30 rad): 0.49
Lidar 4 (0.45 rad): 0.53
Lidar 5 (0.60 rad): 0.57
Lidar 6 (0.75 rad): 0.65
Lidar 7 (0.90 rad): 0.76
Lidar 8 (1.05 rad): 0.95
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.14
score: Score: -2.2116567704958214

Action: 
"
